Sudoku Hard 1,0,7,0,9,0,4,0,0,1,0,0,0,0,0,2,0,5,4,0,9,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,4,9,8,0,6,0,5,1,0,2,7,0,4,0,0,0,0,0,0,0,0,3,2,0,9,5,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0
Sudoku Hard 2,0,0,0,2,9,0,0,3,0,0,0,9,0,0,0,4,0,7,0,1,0,0,0,0,0,9,0,7,0,8,0,0,6,0,0,0,5,0,0,0,0,9,7,0,0,0,9,0,0,0,3,0,4,6,9,0,0,0,0,0,6,0,0,0,8,7,0,5,0,0,0,2,0,0,1,6,0,8,0,0,4
Sudoku Hard 3,0,0,0,4,1,0,0,0,0,7,3,0,0,0,0,4,6,0,0,0,1,0,8,3,0,0,0,0,0,6,0,0,4,0,7,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,1,4,3,3,0,0,0,0,0,6,9,0,0,0,0,6,0,0,3,0,7,0,9,4,3,0,0,0,8,2
Sudoku Hard 4,0,0,0,0,0,0,0,0,8,0,0,5,6,0,3,0,0,4,9,0,7,0,8,1,0,0,0,0,5,1,0,0,0,0,2,0,2,0,0,1,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7,0,7,0,0,8,3,0,2,0,0,6,0,0,0,1,7,0,5,0
Sudoku Hard 5,0,0,6,0,8,0,0,0,0,0,5,0,0,2,0,0,0,7,9,4,0,1,0,7,5,0,0,8,3,0,0,0,0,0,0,6,0,9,1,0,5,0,3,0,0,0,0,5,0,0,8,0,0,0,4,0,9,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,5,0,0,8,0,4,2,0,0
Sudoku Hard 6,8,0,0,1,0,0,6,3,0,0,3,0,8,0,0,0,2,0,0,0,9,0,3,0,4,0,0,0,8,0,9,0,3,0,7,6,0,0,0,0,0,0,2,8,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,9,0,0,6,5,0,0,7,5,6,8,0,0,0
Sudoku Hard 7,0,9,0,0,0,0,0,7,0,1,7,0,0,2,0,4,0,5,5,0,4,0,0,0,0,0,0,0,0,8,4,0,0,0,3,6,0,0,0,2,0,5,0,1,4,0,0,0,0,9,3,0,0,0,7,6,0,0,0,0,0,0,8,9,0,0,0,1,0,0,0,7,0,0,1,0,3,0,0,2,0
Sudoku Hard 8,5,0,0,2,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,1,2,7,0,3,0,0,0,8,5,1,9,2,0,5,0,0,4,0,0,1,0,5,0,0,0,2,0,0
Sudoku Hard 9,0,5,3,2,1,4,0,0,0,0,0,1,0,0,0,3,0,0,6,8,0,0,3,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,2,0,0,9,1,0,0,0,4,6,0,7,0,0,0,0,0,7,0,0,0,0,0,0,2,8,0,0,0,1,0,5,1,0,0,0,9,0,0,8
Sudoku Hard 10,0,0,0,0,0,9,0,0,6,5,0,0,8,0,0,4,0,2,0,0,0,3,0,4,0,7,0,9,0,0,2,1,0,0,5,4,0,0,3,0,0,0,8,0,1,0,2,0,0,4,3,0,0,0,0,9,0,0,7,0,2,0,0,0,0,0,0,0,2,5,0,3,0,0,0,9,0,0,0,1,0
Sudoku Hard 11,2,0,0,0,9,6,0,0,5,0,4,0,7,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,0,0,0,0,2,7,0,0,0,0,0,2,7,6,3,1,0,0,6,8,0,4,0,0,2,0,0,8,0,3,0,5,9,0,0,3,0,0,0,9,0,0,0
Sudoku Hard 12,0,0,4,0,8,0,0,0,0,0,0,0,3,0,0,6,8,0,6,9,0,0,0,7,1,0,0,0,8,7,2,1,0,3,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,7,0,0,0,3,0,0,7,0,0,0,2,4,9,0,2,0,0,6,9,0,0,0,0
Sudoku Hard 13,0,0,8,6,0,0,0,0,0,0,2,0,5,0,0,0,0,3,0,0,0,2,7,4,0,0,1,0,0,0,0,5,0,0,4,0,6,4,7,0,0,0,3,9,0,0,0,0,0,6,7,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,9,6,2,0,4,0,7,0,0,4,2,0,0,0
Sudoku Hard 14,6,0,0,0,0,1,0,0,7,1,3,0,7,0,0,0,0,9,0,2,0,0,4,0,0,0,0,8,0,0,0,6,0,0,1,0,0,0,4,3,0,9,0,5,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,6,0,0,0,0,8,5,4,0,0,5,8,0,2,7,0
Sudoku Hard 15,0,0,0,7,3,0,8,0,9,5,8,0,0,0,4,0,0,3,7,0,0,5,0,0,0,0,0,3,5,0,0,0,0,7,0,0,6,0,0,3,1,0,2,0,0,0,0,8,6,0,0,5,0,0,0,0,0,8,2,6,0,0,0,0,0,7,0,0,9,0,0,0,0,6,0,0,0,0,0,1,5
Sudoku Expert 16,0,0,0,7,1,0,0,0,0,0,0,1,8,0,9,0,4,3,0,0,0,0,0,4,7,0,0,0,0,9,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,2,0,0,0,0,0,0,5,7,0,0,1,0,0,0,8,0,0,6,0,0,0,0,5,0,9,0,0,0,6,0
Sudoku Expert 17,8,0,0,0,0,0,5,6,7,6,0,5,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,7,0,0,0,0,7,1,0,0,0,5,2,0,0,0,0,2,0,0,3,0,0,0,0,0,6,9,8,0,1,0,9,0,4,0,0,0,0,0
Sudoku Expert 18,0,0,0,0,7,8,0,0,4,4,0,6,0,0,0,9,0,0,0,0,0,1,6,0,0,0,0,9,0,0,2,5,0,0,0,0,0,7,8,0,4,0,0,0,0,1,2,0,0,0,0,0,0,9,0,0,3,0,0,0,5,1,0,0,0,0,8,0,2,0,0,0,7,0,0,0,0,0,0,3,0
Sudoku Expert 19,0,5,8,1,6,0,0,0,7,3,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,7,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,9,3,0,7,0,2,0,8,5,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,6
Sudoku Expert 20,0,0,0,4,0,0,0,0,0,6,8,3,0,5,0,0,7,0,1,0,0,0,0,0,0,9,0,0,1,0,0,9,0,0,0,0,7,0,4,0,0,0,0,0,6,0,6,0,5,0,0,0,8,0,8,7,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2,6,3
Sudoku Expert 21,7,0,0,0,0,2,0,6,0,0,6,0,0,0,8,4,0,2,0,0,0,0,0,5,0,3,0,0,0,0,2,0,9,0,0,0,3,5,7,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,4,6,9,0,0,8,7,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,1,0,0,6
Sudoku Expert 22,3,5,0,0,0,0,0,4,6,0,0,7,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,5,0,8,7,6,0,0,0,0,1,0,0,2,0,0,5,2,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,9,0,2,8,0,0,0,1,3,0,0
Sudoku Expert 23,7,0,0,0,5,0,0,8,0,5,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,3,9,0,0,2,5,0,8,4,0,0,0,0,0,0,7,0,0,0,7,0,1,0,0,0,9,0,0,0,8,0,0,0,6
Sudoku Expert 24,0,0,0,9,0,2,1,8,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,8,0,0,4,0,0,0,0,5,0,0,0,0,0,2,7,1,0,4,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,2,7,0,4,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0
Sudoku Expert 25,0,0,0,0,0,0,8,0,0,6,0,2,3,1,7,0,0,0,0,0,9,0,8,6,0,0,0,2,6,1,0,0,0,5,0,0,3,0,4,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,7,1
Sudoku Expert 26,5,2,0,0,1,0,6,0,0,0,0,6,0,5,0,7,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,2,0,1,0,8,0,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,4,0,0,9
Sudoku Expert 27,0,6,0,0,0,4,0,0,7,8,2,0,0,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,9,0,0,8,0,4,0,0,0,0,8,0,0,0,3,1,5,0,2,3,0,0,7,9,0,0,0,0,0,0,0,5,0,0
Sudoku Expert 28,0,0,0,5,0,3,4,0,6,0,8,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,6,0,8,0,0,0,4,0,0,0,0,0,0,1,5,0,0,6,7,0,0,8,0,3,0,0,0,0,0,1,0,6,0,7,0,5,0,0,0,0,7,0,0,3,0,0,0,0
Sudoku Expert Ultra, 0, 0, 0, 0, 0, 0, 0, 6, 8, 0, 3, 4, 0, 6, 0, 9, 0, 0, 0, 0, 0, 0, 5, 1, 4, 0, 0, 0, 0, 0, 0, 0, 5, 1, 4, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 4, 7, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 7, 0, 9, 0, 0, 4, 3, 0
Sudoku Expert 29,0,0,0,0,1,7,0,0,0,0,9,0,0,4,0,0,2,1,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,2,1,0,0,0,8,0,7,0,0,0,0,7,0,0,0,9,0,0,9,5,0,0,4,0,2,0,0,0,0,2,0,1,0,0,0,4,7,0,3,0,0,5,0
Sudoku Expert 30,0,0,8,0,0,0,0,2,1,0,9,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,6,0,0,6,0,0,0,0,0,2,9,0,0,0,7,0,0,8,0,0,0,5,6,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,5,3,9,0,0,0,1,4,8,0,0,0,1,0,0,0,0